announced_at_utc,channel_name,symbol,exchange,is_success,pump_date_utc,label,label_numeric,reason_codes,source_repo,source_url,notes
2021-11-16T16:00:08Z,Whales Crypto Expert™,NXS,Binance,1,2021-11-16T16:00:00Z,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-16T16:22:46Z,Binance Pump Tracker™,APPC,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-19T11:03:38Z,Binance Pump Tracker™,RAMP,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-20T13:36:31Z,Binance Pump Tracker™,NXS,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-21T11:08:11Z,Binance Pump Tracker™,PIVX,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-21T13:27:42Z,Binance Pump Tracker™,ARDR,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-22T17:47:49Z,Binance Pump Tracker™,ACM,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-23T11:54:50Z,Binance Pump Tracker™,REQ,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-23T15:00:03Z,Pumps Leaks,MDA,Binance,1,2021-11-23T15:00:00Z,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-26T01:21:52Z,Binance Pump Tracker™,NAV,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-26T04:19:33Z,Binance Pump Tracker™,ELF,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-27T10:49:34Z,Binance Pump Tracker™,TKO,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-27T16:37:26Z,Binance Pump Tracker™,NXS,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-27T16:50:46Z,Binance Pump Tracker™,GXS,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-28T07:09:31Z,Binance Pump Tracker™,FOR,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-28T15:26:32Z,Binance Pump Tracker™,VIB,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-28T15:48:50Z,Binance Pump Tracker™,FXS,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-28T16:01:20Z,Binance Pump Tracker™,GRS,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-28T17:00:05Z,Crypto Coin Pump Signals,PHB,Binance,1,2021-11-28T17:00:00Z,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-28T18:53:49Z,Binance Royal Pump,VIB,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-29T05:21:50Z,The Bull,ALPHA,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-29T07:49:03Z,Binance whales pumps,VIB,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-11-30T12:31:13Z,Binance Pump Tracker™,QSP,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-02T19:30:13Z,Binance Pump Tracker™,ELF,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-04T12:59:30Z,Binance Pump Tracker™,NXS,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-05T15:00:48Z,🐳WHALE BINANCE GROUP PUMP 🐳,NEBL,Binance,1,2021-12-05T15:00:00Z,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-06T06:45:03Z,Binance Pump Tracker™,ADX,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-06T16:00:04Z,Whales Crypto Expert™,GRS,Binance,1,2021-12-06T16:00:00Z,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-07T16:00:22Z,🐳WHALE BINANCE GROUP PUMP 🐳,SNM,Binance,1,2021-12-07T15:01:00Z,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-08T18:54:15Z,Binance Pump Tracker™,QLC,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-09T02:20:13Z,Binance Pump Tracker™,TCT,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-09T06:00:15Z,Binance Pump Tracker™,AST,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-16T02:32:42Z,Binance Pump Tracker™,NXS,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-16T12:47:22Z,Binance Pump Tracker™,SNT,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-16T14:04:43Z,Binance Pump Tracker™,AST,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-16T14:52:52Z,Binance Pump Tracker™,RAMP,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-17T13:47:40Z,Binance Pump Tracker™,RDN,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-24T12:39:29Z,Binance Pump Tracker™,NEBL,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-24T12:49:37Z,Binance Pump Tracker™,CTXC,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-24T17:21:40Z,Binance Pump Tracker™,AGIX,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-25T13:55:38Z,Binance Pump Tracker™,OG,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-25T14:13:53Z,Binance Pump Tracker™,TCT,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-26T15:45:49Z,Binance Pump Tracker™,RAMP,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-26T18:53:56Z,Binance Pump Tracker™,PNT,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-28T14:13:28Z,Binance Pump Tracker™,POWR,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-28T14:27:19Z,Binance Pump Tracker™,PIVX,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2021-12-31T18:32:19Z,Binance Pump Tracker™,ATM,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-02T17:00:07Z,Kucoin Pump Signals | Crypto Trading,NEBL,Binance,1,2022-01-02T17:00:00Z,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-02T17:12:13Z,Binance whales pumps,VIB,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-08T08:10:33Z,Binance Pump Tracker™,POWR,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-09T16:30:08Z,Binance Pump Tracker™,ASR,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-12T17:37:53Z,Binance Pump Tracker™,ATM,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-17T17:46:31Z,Binance Pump Tracker™,ELF,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-18T16:00:05Z,Whales Crypto Expert™,PIVX,Binance,1,2022-01-18T16:00:00Z,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-24T18:59:45Z,Binance Pump Tracker™,PIVX,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-26T10:41:39Z,Binance Pump Tracker™,QLC,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-26T11:03:10Z,Binance Pump Tracker™,OG,Binance,1,2022-01-26T10:04:00Z,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-26T11:12:05Z,Binance Pump Tracker™,SNM,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-26T11:31:04Z,Binance Pump Tracker™,OM,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-27T12:19:21Z,Binance Pump Tracker™,ASR,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-01-28T19:11:38Z,Binance Pump Tracker™,ACM,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
2022-02-02T18:04:34Z,Binance Pump Tracker™,MDX,Binance,0,,pump_and_dump,1,telegram_pump_channel,ArdiaD/PumpDump,https://github.com/ArdiaD/PumpDump,
